Date,RM,SMB,HML,MOM,CG,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25
1997-03-01,-5.02,-0.33,3.39,0.88,0.3,-9.6115,-6.2062,-3.9635,-2.5576,-1.8929,-9.4067,-5.7741,-2.7941,-2.4792,-1.4728,-7.9605,-3.6046,-3.5423,-2.7462,-2.0353,-7.4527,-3.6609,-3.1804,-4.5199,-3.6789,-5.4917,-0.9056,-3.925,-5.8009,-5.6178
1997-04-01,4.04,-5.74,0.0,4.83,0.0,-5.1354,-3.951,-3.3753,-1.4213,-2.5178,-4.3795,-0.2387,-0.1463,1.8826,0.0871,-1.2362,2.4743,3.9179,3.2648,1.28,2.061,2.4583,1.9888,3.0713,1.983,7.961,2.4821,6.229,4.9844,1.3764
1997-05-01,6.73,5.12,-4.11,-5.19,0.1,12.5753,11.1792,11.0515,8.4541,7.9802,17.0976,14.764,9.8434,9.1649,8.5523,15.169,10.4701,7.8365,6.9501,7.0456,9.696,7.4311,5.5854,7.1565,6.9965,6.1198,7.1483,6.0522,4.3475,6.5452
1997-06-01,4.1,1.21,1.44,2.59,0.5,3.9427,4.6884,5.8493,7.1977,7.3816,2.7462,5.7003,5.887,5.4893,6.7854,4.2445,3.5419,5.1382,5.4152,5.2207,2.2359,3.7825,5.1076,2.5849,4.3212,4.7141,2.7025,5.1081,4.3558,4.0599
1997-07-01,7.31,-2.73,0.13,3.7,0.9,3.5717,5.1456,6.0325,6.208,5.6416,5.5802,5.1004,4.0456,4.7587,5.3787,4.8166,7.4068,6.751,5.3713,6.0176,7.0897,6.6717,6.4601,7.6941,5.6572,7.5638,8.9245,10.8379,6.406,8.094
1997-08-01,-4.1,7.15,1.13,-2.57,0.6,5.5477,4.9008,3.7275,3.4262,4.2396,3.4467,2.8362,3.8276,1.9056,3.7029,2.185,2.6539,1.5283,0.3166,1.0715,0.2686,0.1618,0.5377,-0.953,0.3958,-7.0409,-3.3292,-5.0063,-4.5033,-5.5263
1997-09-01,5.34,2.54,0.24,1.46,0.0,10.3088,9.8094,9.5662,7.6611,9.0164,7.4865,8.0169,7.0803,7.7591,7.2951,6.9736,6.6324,6.9892,6.9914,7.1006,5.2558,5.5387,5.4359,5.7445,4.0544,4.8886,5.3265,6.6187,6.1953,7.259
1997-10-01,-3.8,-0.71,2.33,-0.53,0.5,-5.7394,-3.6608,-4.1294,-0.6695,-1.1798,-5.9971,-4.969,-4.583,-3.0073,-2.5379,-6.4834,-3.1606,-3.8528,-2.5055,-3.1279,-6.4723,-6.1046,-2.7762,-4.4773,-4.6168,-2.682,-3.9278,-3.3616,-1.0036,-3.362
1997-11-01,2.99,-5.11,1.22,0.38,0.4,-3.2921,-3.4337,-2.5593,-0.1337,-0.2713,-3.4046,-2.6622,-0.4717,-0.2376,-0.1303,-3.3494,-1.915,0.8965,2.6116,1.5835,0.8277,-0.0036,4.2811,3.1772,3.4937,5.6435,4.2439,2.4544,4.9062,3.914
1997-12-01,1.33,-2.48,3.74,3.91,0.6,-5.8452,-2.9415,-2.0779,0.7169,1.3904,-1.1289,-1.6687,1.2746,3.9791,2.1872,0.895,0.0398,2.3805,4.5816,3.2218,-1.6443,2.0434,2.8993,5.8884,1.1587,1.3247,1.8266,3.3844,4.6645,3.0148
1998-01-01,0.15,-1.01,-1.68,0.05,-0.1,0.2811,-0.8501,-1.5376,-0.5395,-0.7748,0.369,-1.896,-1.7854,-2.0938,-1.9421,-0.7351,-0.7536,-1.8069,-4.4544,1.6617,-1.3139,-0.5191,-1.9475,-1.8648,1.252,3.6527,-0.5316,-3.2445,-0.0477,0.4601
1998-02-01,7.03,0.13,-0.93,-1.19,0.6,6.3703,6.8942,5.539,5.1309,6.5111,8.8039,8.5681,9.2554,6.3909,7.3892,9.1868,9.7263,6.8571,7.6439,8.7373,9.4368,7.6912,7.0468,6.1042,6.1586,6.8024,7.1108,9.6327,7.3372,7.3356
1998-03-01,4.76,-1.19,1.38,2.13,0.4,4.498,6.2291,4.9267,4.6324,5.0095,4.4599,6.3908,2.932,3.9485,4.7846,4.4484,2.9969,5.2889,3.6656,5.7973,3.6659,5.083,5.0766,4.4256,7.6845,5.202,3.7078,5.576,8.5147,7.137
1998-04-01,0.74,0.06,1.03,0.76,0.5,2.427,2.5934,3.6147,2.1101,2.7965,-0.0312,1.3164,0.7106,2.2295,1.9969,1.4045,0.201,0.214,0.2384,0.8291,0.1282,-0.0905,0.0101,0.8332,0.4889,1.0083,2.2497,1.1698,2.5616,-0.7286
1998-05-01,-3.07,-3.4,3.41,1.91,0.7,-6.8772,-6.3633,-3.9968,-3.2426,-2.295,-9.0415,-6.279,-4.9332,-3.524,-2.6161,-7.6855,-6.1601,-5.0858,-4.5405,-2.4247,-4.9775,-2.9617,-3.3501,-3.0109,-3.5852,-2.3004,-1.5006,-1.7026,0.7039,-1.2857
1998-06-01,3.19,-3.17,-2.03,7.26,0.7,-0.2835,1.1143,-2.7902,-0.3996,-1.1504,1.9822,-2.2654,0.239,-1.0254,0.196,3.749,-2.0198,-0.8256,-0.0635,0.2391,1.309,-0.5833,0.1763,1.6135,0.8176,7.0709,1.5923,2.3963,5.1279,0.7498
1998-07-01,-2.42,-4.83,-1.83,3.79,0.1,-7.5859,-7.1925,-5.8063,-6.2948,-5.5081,-7.7371,-7.4267,-7.7664,-9.106,-7.0759,-7.9056,-7.5142,-7.8014,-8.0478,-8.7004,-6.0963,-4.6096,-5.7131,-5.3829,-4.0827,0.4594,-2.4637,-1.3102,-2.8549,-2.4939
1998-08-01,-16.05,-5.47,3.57,1.9,0.5,-28.0082,-21.4465,-20.2997,-19.1488,-18.4778,-25.3329,-20.3631,-17.6399,-16.0338,-18.6318,-22.8458,-21.6437,-17.6077,-16.2959,-18.486,-19.8122,-18.6923,-18.2094,-11.8864,-12.6622,-12.9642,-16.9683,-17.7298,-15.5614,-12.573
1998-09-01,6.19,-0.02,-3.51,-0.65,0.7,7.1655,3.467,3.6392,3.5826,1.5481,12.6676,8.2,5.1632,4.3544,5.7215,11.4165,5.3139,8.3701,4.9229,2.5943,5.6566,7.136,6.7253,6.1295,6.1219,8.541,3.8726,2.8947,3.9459,9.7833
1998-10-01,6.98,-2.98,-2.33,-5.33,0.3,3.3522,3.3009,1.1229,2.9131,1.0943,5.3631,5.7304,3.6437,3.0366,2.0131,3.8993,6.4832,4.9172,3.5178,3.974,8.6532,9.293,6.4653,4.4913,3.4023,7.8418,7.8835,8.5849,8.2828,3.2383
1998-11-01,6.07,1.26,-3.24,1.13,0.3,10.6173,8.474,6.1135,6.3256,8.7453,9.1106,7.2129,3.9767,3.8339,6.388,9.3349,6.6211,2.7638,2.9953,3.0578,7.6243,2.2458,4.274,2.8283,4.3471,7.3633,6.0792,5.5577,4.9483,4.8269
1998-12-01,6.15,-0.46,-4.25,8.87,0.8,5.1491,1.2849,2.83,1.7251,1.2221,7.1462,5.483,3.267,4.331,5.019,11.3118,8.1807,3.6953,4.5749,3.0915,10.2468,5.3732,3.7241,3.3138,2.3602,8.895,2.3436,2.7919,2.8904,5.0262
1999-01-01,3.48,0.67,-4.46,2.84,-0.1,7.7109,5.9439,4.9,4.054,4.1225,6.3769,0.7878,-1.8899,-2.7141,0.7931,4.8925,0.5128,-1.3816,-2.031,-1.1328,1.5983,-3.5244,-1.7025,-3.6214,-2.3012,5.9903,1.4312,2.1379,1.5761,0.179
1999-02-01,-4.08,-6.02,1.95,-0.14,0.5,-7.8133,-8.2238,-6.2125,-5.5715,-5.6767,-9.243,-9.5678,-7.4702,-7.8764,-10.7683,-8.7896,-8.8518,-6.3094,-5.731,-6.3109,-5.6196,-4.6623,-3.2416,-4.4571,-1.6659,-4.714,-0.7197,-0.0101,-0.8285,-1.2803
1999-03-01,3.48,-3.84,-2.61,-1.21,0.5,-1.9733,-7.3071,-1.0347,-3.7621,-2.8415,0.0336,0.7617,0.1439,0.0371,-3.801,4.9731,1.9864,2.1041,-0.8469,-0.0555,3.8377,4.0674,1.7482,0.4561,-0.3585,4.3966,3.1082,4.5239,3.4152,2.143
1999-04-01,4.34,3.89,2.4,-8.98,0.6,7.6532,9.3996,12.8698,11.3551,8.5678,10.8472,10.8167,7.0932,8.5053,7.3751,7.6051,12.6215,8.9613,11.1381,8.3828,5.9276,11.6423,7.7879,11.7397,8.8819,0.7752,8.7991,7.4213,6.0063,2.4029
1999-05-01,-2.46,3.32,2.49,-5.25,0.5,1.8583,3.6293,2.154,2.1296,4.1159,0.7631,0.3397,2.8526,4.3345,3.6375,-0.5371,-0.027,0.6953,2.0915,2.6517,2.4519,-0.5995,1.6168,1.9439,1.7045,-3.2823,-1.5303,-2.1162,-0.7082,2.8338
1999-06-01,4.77,3.23,-3.22,4.66,0.4,6.6715,7.9625,8.952,5.3379,6.0453,8.1664,7.3692,6.8805,4.5634,6.8845,4.8144,5.8553,2.9305,1.3596,6.7572,7.302,7.8419,2.8294,3.8785,3.4497,7.0009,2.9543,2.7508,0.0619,-0.0298
1999-07-01,-3.49,2.48,-0.18,1.7,0.2,1.0507,2.3705,1.6269,1.2623,1.607,-1.4758,-0.7413,-0.9573,-1.8155,-3.8119,-2.8492,-1.9328,-2.4252,-1.3291,-1.7922,-2.7957,-1.6829,-1.8132,-1.318,-0.8346,-2.9149,-4.2428,-5.1048,-2.3602,-8.5048
1999-08-01,-1.37,-0.95,-1.93,2.98,0.5,-3.2226,-2.0401,-1.8473,-1.6801,-3.5713,-2.6624,-4.0605,-4.8549,-2.8026,-4.2716,-1.9745,-5.7351,-3.76,-3.7408,-0.6892,-1.2839,-4.7798,-2.3753,-2.4255,-7.0817,0.6106,-2.4147,-3.1383,-4.303,-1.3872
1999-09-01,-2.77,3.12,-2.9,6.38,0.5,1.5148,-0.3306,-1.0068,-2.0449,-3.9838,-0.5153,1.5546,-0.8158,-2.103,-1.6716,4.0326,1.0195,-2.3999,-3.2351,-1.4122,1.5252,-3.8664,-3.1081,-4.9345,-1.9893,-2.0485,-3.4914,-6.4751,-8.7351,-7.2226
1999-10-01,6.09,-6.94,-2.88,5.45,0.2,-0.4232,-0.5587,-0.7879,-0.9417,-2.6362,2.6246,-0.783,-1.3653,-1.0162,-5.1693,2.1887,0.4127,-0.8013,-1.6899,0.411,7.6038,1.3461,2.0173,4.5005,4.3143,6.2344,10.3044,7.7932,4.8393,7.5978
1999-11-01,3.41,6.87,-5.65,5.49,0.5,19.1233,12.7881,9.6911,7.6282,6.6471,11.9728,9.3801,4.6558,3.3819,2.9098,11.6859,7.5588,-1.0217,0.0441,-0.0857,11.7715,-0.2444,-1.2821,0.4921,3.7278,4.1169,0.1272,-3.3956,-4.9858,1.3106
1999-12-01,7.66,6.56,-7.66,13.14,1.2,24.3643,26.3654,7.7241,12.4526,7.4093,17.2589,12.0092,4.4278,4.1638,6.5232,15.1592,9.4857,0.1991,4.3969,3.4057,21.021,5.1343,0.7335,6.9516,3.4741,7.6911,4.5591,-0.5868,0.9016,0.1876
2000-01-01,-4.74,5.16,-1.12,1.86,-0.2,9.6769,6.2783,4.5476,3.5375,4.6712,0.7449,-2.4222,-2.6019,0.5586,-3.0117,-3.2054,-4.5073,-1.29,-4.6082,-5.7061,-3.9348,-2.9107,-4.0189,-4.0847,-8.9771,-4.7773,-4.0986,-5.2714,-6.0366,-5.8602
2000-02-01,2.46,21.25,-9.77,18.02,0.9,36.3894,43.5163,20.4192,26.0642,14.8022,30.6694,19.35,3.6528,9.1831,14.3012,22.6034,13.2867,0.8411,0.431,-1.3241,25.8131,1.164,-2.3353,2.9549,-3.2163,0.3456,-5.5942,-7.9083,-9.7946,-8.1586
2000-03-01,5.21,-17.41,8.5,-6.85,0.5,-13.7256,-19.2332,-7.9198,-7.464,-2.5031,-13.7064,-6.2464,0.6149,-0.5188,-2.6817,-12.7794,-1.7508,10.756,6.003,13.4854,-2.9819,12.3506,14.4446,10.2665,12.7271,9.2029,11.4515,10.1183,16.826,18.0651
2000-04-01,-6.39,-6.0,6.45,-8.6,0.0,-22.8439,-18.3731,-10.1195,-10.921,-9.7758,-13.1391,-8.7097,-6.027,-1.6197,-2.5337,-10.027,-0.5184,-1.3608,2.8685,0.2572,-6.9406,-3.7791,2.5734,0.9181,1.3364,-4.142,-2.7682,0.5635,1.1705,-4.1783
2000-05-01,-4.39,-6.08,4.59,-8.99,0.4,-14.1056,-9.2606,-5.7789,-7.4446,-7.0063,-9.6602,-5.6171,-5.5292,-6.7414,-1.4492,-5.2282,-2.8517,-1.9899,-0.4384,2.8168,-7.9225,-0.6041,-0.2629,-1.6176,1.2712,-3.5181,-1.4494,4.9516,1.3225,6.8187
2000-06-01,4.68,12.71,-8.04,16.63,0.2,27.9663,28.884,17.4954,19.0034,10.095,14.632,11.736,3.3475,4.4161,9.7251,14.7506,2.5846,0.8589,-0.8552,2.0647,10.7586,3.107,-3.8498,-2.9175,-4.4611,5.5181,-4.611,-6.348,-6.9055,-4.8573
2000-07-01,-2.48,-2.84,8.06,-0.16,0.1,-8.7124,-1.2359,0.715,1.215,1.3435,-7.1668,-1.6778,1.4883,1.3103,0.8479,-9.6714,-1.0217,4.2789,2.273,7.1622,-6.8306,-1.0743,2.9162,1.8218,1.851,-2.9311,0.5374,4.4215,6.3138,2.3143
2000-08-01,7.03,-0.5,-1.37,5.59,0.5,9.1654,8.4639,4.0065,5.5057,5.2617,8.228,4.6861,3.9881,6.3581,6.8451,8.4664,10.2512,6.3428,6.93,7.1473,13.7074,6.0951,6.4216,7.2257,6.746,7.3452,6.7094,8.5976,6.4489,5.698
2000-09-01,-5.44,-1.74,7.24,1.89,0.8,-10.5713,-0.8189,-3.2559,-0.296,-0.5701,-4.1264,-4.2481,-0.03,-1.548,-2.085,-10.1711,-3.0626,-0.4376,2.8041,1.8549,-9.2772,-0.8682,-0.295,2.0396,-0.692,-6.122,-2.5081,1.3128,9.2925,-1.6395
2000-10-01,-2.78,-3.85,5.58,-4.56,-0.1,-11.8089,-10.5198,-3.5014,-4.9233,-4.6176,-9.2616,-0.4513,-0.5415,-0.5834,-1.5994,-10.4741,-1.9043,0.4614,-0.8876,2.4558,-6.0979,2.148,2.1497,-2.133,4.0013,-2.0254,2.3415,-3.8984,1.9002,3.3945
2000-11-01,-10.7,-3.08,12.24,-2.17,0.1,-20.6747,-12.5742,-6.2007,-4.9886,-4.5568,-18.0237,-6.7961,-2.493,-5.0189,-2.7432,-20.279,-6.5313,-5.389,-0.5644,1.5496,-18.6519,-2.0505,0.7984,1.356,0.9209,-10.518,-6.3597,-7.8455,-0.2688,0.1051
2000-12-01,1.18,0.82,7.55,6.59,0.5,-9.5677,1.1548,0.6186,3.2512,2.7546,-0.2993,6.4078,11.8595,10.6931,12.3947,2.0186,14.1458,10.4046,13.0153,11.1663,3.9877,8.3794,11.7532,13.2408,11.3009,-1.5072,8.677,5.627,7.7186,0.8439
2001-01-01,3.25,6.41,-5.05,-25.35,0.0,26.9306,17.8155,12.7366,12.2423,12.8175,14.1418,7.9144,4.4498,6.273,5.3773,13.0553,2.8221,0.308,-1.199,2.9444,7.2883,1.8318,-0.458,-3.5086,6.7914,3.4497,2.461,8.1442,-4.7259,2.7202
2001-02-01,-10.03,-0.65,12.23,12.6,0.0,-13.0241,-10.2034,-2.4399,0.4225,-0.2205,-13.8644,-2.2707,-0.4169,-2.9142,1.587,-17.1088,-4.0548,-0.9424,1.691,-0.8219,-15.0653,-2.4805,-0.1639,0.2041,1.8777,-11.9579,-2.2713,-2.7394,3.0697,2.394
2001-03-01,-7.25,0.26,6.47,8.65,-0.1,-12.619,-1.2275,-1.442,0.042,-1.74,-5.6509,-0.7892,-1.403,-1.9499,-1.4336,-11.6676,-5.2587,-3.1091,-2.7894,-1.238,-12.0928,-3.5856,-1.1957,-1.2359,0.025,-8.5851,-2.1693,-0.5281,-3.0648,-2.6416
2001-04-01,7.93,0.5,-4.64,-8.01,-0.1,9.7283,6.722,3.6769,4.4497,5.2348,10.6753,5.0559,6.9088,4.3249,4.9961,11.1608,9.0333,6.463,6.0472,3.5782,16.6329,7.3344,5.6962,8.2164,7.8239,9.078,5.2047,3.9808,2.1893,7.4823
2001-05-01,0.68,2.48,3.38,2.15,0.4,12.5495,11.1912,10.1998,11.4022,10.1568,1.792,4.3984,2.6948,4.1699,5.7344,4.9488,-0.4465,2.9729,1.365,1.7927,3.699,4.2319,3.3427,0.584,4.6293,0.0023,1.2131,2.2493,4.243,5.6346
2001-06-01,-1.94,6.35,-1.26,0.62,0.1,2.1968,2.3167,4.5062,2.9495,0.9251,7.4005,10.5039,6.2201,6.4141,4.8194,5.3886,-1.1473,1.2487,0.3512,0.9318,3.4385,-1.4111,-0.8,-3.6356,2.8229,-2.2046,-3.3402,-0.2263,-2.2471,-2.6916
2001-07-01,-2.13,-4.05,4.95,5.48,0.2,-8.8912,-7.1735,-4.2023,0.3115,-0.09,-10.6589,-7.716,-5.8554,-3.5423,-4.1476,-9.3397,-4.5873,-2.1657,-0.0439,-0.8323,-4.5009,-1.1072,-0.6761,1.8403,-0.877,-1.5494,-0.0265,-1.5055,-4.9584,7.3672
2001-08-01,-6.4,2.19,2.86,5.46,0.6,-8.9329,-5.5911,-3.2609,-1.6129,-0.982,-10.1375,-4.0032,-3.0626,-1.4785,-1.0713,-7.3881,-2.8999,-2.6527,-2.155,-0.2298,-6.9222,-4.2902,-3.6253,-1.4447,-9.1105,-7.2436,-4.0512,-2.8724,-7.4135,-8.3494
2001-09-01,-9.24,-6.23,1.52,11.38,-1.3,-16.518,-15.3929,-9.9558,-9.9388,-12.7199,-18.7831,-15.6037,-12.7404,-14.953,-16.3664,-15.7718,-13.3501,-11.3828,-13.7872,-18.6918,-15.9272,-13.1156,-10.3235,-14.175,-15.0187,-7.1597,-10.9104,-7.1166,-11.1288,1.6444
2001-10-01,2.48,7.49,-7.31,-8.32,2.6,8.7881,8.0519,5.8754,5.1421,4.564,11.3391,8.5983,6.0412,3.0102,5.1245,13.3861,6.3806,3.5851,5.1308,8.7705,8.1624,4.1212,1.45,3.4732,1.9894,3.2924,-0.2382,-1.8928,1.8246,-14.6383
2001-11-01,7.53,-0.57,2.17,-8.61,-0.4,6.1341,10.8947,5.2262,5.6071,6.624,10.2446,8.0769,6.6291,9.319,12.2289,9.6718,6.0428,6.0702,9.7016,13.0402,10.2928,8.6412,6.7882,10.2501,8.4701,7.5761,8.4115,4.7295,11.0388,11.2876
2001-12-01,1.61,4.72,0.83,0.02,-0.1,12.9067,6.0814,5.9284,5.5907,7.2941,8.0633,5.6778,6.5976,7.8599,7.2899,5.8098,5.9806,7.5042,5.5123,4.9722,3.7621,5.2351,4.9409,6.7045,3.3574,0.0156,2.6181,3.639,0.4628,1.3083
2002-01-01,-1.44,1.17,3.42,3.65,0.2,-7.075,-1.4658,2.394,3.3651,5.0065,-6.3238,-2.7077,-0.1681,1.368,1.1993,-5.2391,-2.0268,-0.651,2.3277,5.0925,-4.0455,-0.1288,1.2509,2.2548,-3.5551,-0.8249,-2.3102,-0.535,-1.6307,-9.1876
2002-02-01,-2.3,-1.08,2.34,6.83,0.4,-10.5138,-5.8868,-4.4184,-1.2831,-3.1928,-9.6917,-4.386,-1.3407,0.6299,-0.059,-7.2562,-0.5797,0.2394,-0.4002,4.2774,-4.1225,0.8152,2.5651,-3.9155,2.2289,-2.6238,0.5167,0.439,-3.477,-12.7631
2002-03-01,4.24,4.09,1.08,-1.69,0.0,5.8754,7.4958,8.4881,8.3398,9.2047,8.7968,9.2597,7.3777,8.0938,11.3512,8.7845,6.7229,6.8379,7.6227,9.0625,6.5413,6.9889,5.8282,5.1272,8.2385,2.9742,6.0731,3.547,8.8511,0.1129
2002-04-01,-5.21,5.82,4.01,7.7,0.5,-9.7734,-0.5012,1.9475,3.6425,5.0299,-4.7881,0.3821,3.653,3.9059,4.9079,-5.2157,0.9084,2.2681,0.8938,0.648,-2.9949,0.2977,-0.2623,-1.8168,1.2585,-7.9868,-2.9175,0.9584,-2.3226,-22.1463
2002-05-01,-1.36,-3.27,1.52,3.09,-0.4,-6.6419,-5.9566,-3.1989,1.3963,0.2191,-7.9253,-4.1695,-4.7178,-3.2493,-6.6234,-6.0349,-2.816,-4.0691,-2.8034,-2.0043,-2.8427,-0.4965,-0.9422,-1.0271,0.2946,-1.3287,0.4547,0.6388,1.0067,-7.7069
2002-06-01,-7.23,4.08,0.37,6.24,0.3,-8.2517,-7.8868,-0.8805,1.0262,-1.0668,-7.768,-4.1778,-2.8398,-1.6905,-3.2267,-7.6693,-7.6311,-4.9573,-5.1996,-5.9517,-9.6599,-7.0091,-7.1645,-5.8566,-9.0717,-7.579,-4.7192,-6.7928,-10.0278,-11.4479
2002-07-01,-8.19,-5.25,-3.51,3.63,0.7,-19.4801,-15.4944,-14.9596,-11.5038,-12.0413,-15.2408,-16.6356,-14.0787,-15.3421,-18.2952,-9.7756,-8.856,-11.8637,-12.1979,-17.4632,-9.7826,-8.745,-9.3073,-12.2942,-18.2454,-5.4848,-10.2541,-7.1703,-10.4472,-14.6754
2002-08-01,0.5,-2.8,3.01,1.87,0.1,-0.1373,-0.389,-2.6218,-0.822,-1.7606,0.7889,0.1804,-0.3748,1.1205,-1.3532,0.896,-0.6331,2.6949,1.5092,2.283,-1.2651,-0.1311,1.6597,-0.0158,6.6553,-0.1306,0.924,1.7436,5.3081,8.3212
2002-09-01,-10.34,2.42,1.26,9.18,-0.5,-10.6479,-8.4026,-7.7767,-7.0067,-6.8021,-8.0444,-6.478,-5.8699,-7.3145,-9.3199,-7.6242,-8.543,-9.5149,-7.8643,-9.0527,-9.0325,-8.5386,-11.8308,-10.8312,-21.7424,-10.8651,-11.2524,-9.2718,-8.571,-6.1953
2002-10-01,7.84,-3.4,-3.76,-5.58,0.4,5.817,4.5233,2.7008,2.0311,1.5206,10.2258,2.5326,4.1139,1.5574,-1.3809,7.3502,2.6928,5.4365,3.3524,1.1012,7.0125,4.717,3.8342,3.3606,4.7484,10.3647,6.9862,4.6846,5.9407,14.1328
2002-11-01,5.96,3.26,-1.16,-16.43,0.3,17.8132,12.6759,10.2545,8.4982,9.2358,13.2245,10.9837,7.5702,6.0261,8.8661,9.2486,7.4397,6.5921,5.5016,11.6523,10.5488,7.668,7.5461,6.9125,17.8959,4.9571,6.0858,4.4747,6.3004,7.0504
2002-12-01,-5.76,-0.04,2.11,9.72,0.7,-9.7727,-5.7195,-5.2049,-2.6016,-2.6696,-10.2207,-7.2347,-4.4497,-3.6509,-3.6961,-7.3219,-4.4062,-2.7423,-3.8423,-6.7699,-6.9156,-5.0934,-2.5357,-3.2326,-3.6938,-6.2427,-6.2005,-3.3383,-3.795,-9.7391
2003-01-01,-2.57,1.34,-0.79,1.59,0.0,-0.5622,-0.2725,-2.3745,-0.5188,0.2386,-3.265,-3.1171,-3.383,-1.563,-2.5606,-1.4682,-4.0779,-3.3372,-3.7907,-2.6272,-1.1388,-3.4326,-0.54,-2.4763,-5.0986,-2.8215,-2.7116,-1.1602,-5.1275,-5.5856
2003-02-01,-1.88,-0.44,-1.36,1.21,-0.3,-6.1117,-3.0991,-2.4659,-1.5253,-2.1487,-2.6315,-1.6521,-2.129,-2.6905,-5.7044,-4.101,-1.0161,-2.2273,-3.9383,-2.686,-2.8041,-1.5505,-2.1187,-1.7034,-5.5579,-1.0793,-2.7413,-2.4215,-3.4365,-4.9207
2003-03-01,1.09,1.17,-2.11,1.4,0.6,2.4135,1.1616,0.5948,2.1077,0.0167,2.2765,1.3701,0.5046,1.4793,-0.3584,2.8826,0.8287,-0.1472,-0.4419,3.6281,1.5294,-0.4751,0.413,2.2464,-4.4943,1.7086,0.4975,0.8505,-0.643,-2.9494
2003-04-01,8.18,0.76,1.22,-9.35,0.5,12.0014,10.7894,8.376,7.64,9.6398,10.9871,9.4528,9.2121,9.5519,10.1564,8.3325,8.0211,10.7673,11.6398,10.163,8.7045,7.0186,9.2793,8.55,9.0993,7.3132,9.5945,8.8043,8.8223,14.8181
2003-05-01,6.05,4.61,0.7,-10.75,0.3,19.5403,15.5143,11.1925,10.7619,11.2877,13.0253,9.4653,11.2696,10.0993,11.3989,8.5535,8.956,9.6751,9.4753,9.2535,9.7616,10.5836,8.2129,10.0833,9.953,4.2374,6.561,6.7839,6.706,7.8462
2003-06-01,1.42,1.7,0.14,-1.23,0.5,7.5443,4.0502,4.8092,4.4223,5.6135,1.8821,0.7016,1.3522,2.0796,3.4328,2.5887,1.6741,0.4807,1.1966,2.0494,1.7426,0.8825,0.2105,-0.6117,7.1292,1.0081,2.4522,1.9197,-0.7965,3.6635
2003-07-01,2.33,4.93,-1.53,-0.3,0.5,8.5891,8.4226,8.4676,8.7621,8.1457,8.8314,5.3636,5.9201,6.6316,7.7585,7.4419,4.6915,1.326,4.4423,2.445,4.0276,3.4307,3.0997,5.0101,2.0426,0.6261,5.4221,1.8459,-0.4287,1.6269
2003-08-01,2.33,2.44,1.64,-0.53,0.9,4.415,4.9655,3.5157,4.5771,6.3445,4.0049,3.2021,5.4158,4.94,6.0007,3.988,4.1336,4.8732,7.3852,7.785,4.6646,3.6863,4.1118,4.8947,9.3991,1.5688,1.4238,2.0364,2.4463,1.3199
2003-09-01,-1.24,0.85,0.14,-0.07,-0.3,3.5252,0.3826,-0.1279,2.0958,4.8728,-2.1029,-2.1288,-2.5999,-3.9153,-0.797,-1.9724,-3.3181,-2.2443,-1.1999,-0.7238,-1.5221,-2.5541,-0.7614,-1.1526,0.3164,-0.8861,-1.0859,-1.1063,-2.2194,-4.5547
2003-10-01,6.08,2.59,2.21,4.01,0.2,5.7436,8.6748,7.7462,10.4933,11.5739,8.2458,8.3877,6.7381,10.1946,10.827,9.0372,6.6626,5.875,10.9696,12.6033,7.6299,7.8367,7.2008,9.653,8.2152,3.4965,8.9015,8.0569,6.2939,2.7794
2003-11-01,1.35,2.06,1.72,1.36,0.6,2.7926,3.0925,5.1873,3.8191,6.6921,2.527,3.716,2.8398,3.7117,3.7003,3.789,3.1442,2.2151,4.9327,2.4979,1.2944,3.1911,3.748,3.446,4.5095,0.7864,0.4556,2.0796,0.3011,3.2305
2003-12-01,4.29,-2.68,1.51,-5.54,0.1,0.2425,2.7945,3.1163,1.4894,3.6811,2.11,1.9354,3.2533,2.5821,2.7189,-0.7229,2.6069,4.3983,2.2282,5.6274,1.1245,3.4578,2.305,4.9589,3.1094,5.3222,4.6391,3.7022,6.2784,4.791
2004-01-01,2.15,2.54,2.42,2.57,0.3,6.1711,5.3493,5.542,6.1121,8.7408,3.5949,3.6949,3.3439,3.3978,7.8983,3.3152,2.2147,1.4739,4.4263,5.8024,2.3066,1.0851,4.3906,2.7168,5.1804,1.7302,0.1054,3.5595,1.6579,6.8544
2004-02-01,1.4,-1.57,0.95,-1.17,0.2,-0.2305,0.0336,0.2677,0.8821,0.2501,1.0034,2.2155,0.5882,0.1338,-0.1282,-0.0882,2.9163,2.9662,1.9845,1.3099,2.513,1.5082,2.8646,3.8072,0.7018,1.1317,1.1005,2.7377,0.8379,5.4939
2004-03-01,-1.32,1.73,0.23,0.19,0.6,-1.4206,-0.7523,-0.6561,0.7081,-0.7902,2.4472,1.1406,0.2892,0.6013,1.6855,1.8318,1.5493,-0.0079,0.3301,0.8752,0.1173,-0.5389,0.3999,-0.729,-0.9554,-2.1442,-1.1262,-1.2199,-0.5689,-1.0886
2004-04-01,-1.81,-1.73,-3.23,-5.34,-0.1,-4.1156,-4.7547,-3.8623,-3.9612,-6.2631,-3.9925,-4.333,-2.3942,-4.3111,-8.3564,-2.0799,-2.0316,-2.7009,-6.2377,-6.4709,-1.6954,-3.9621,-4.4326,-2.9504,-3.1859,0.6777,-3.1226,-4.4391,-2.3556,-1.7671
